Ensembl Gene ID,Ensembl Transcript ID,Fruitfly Ensembl Gene ID
ENSDARG00000068177,ENSDART00000098417,FBgn0267698
ENSDARG00000014013,ENSDART00000019145,
ENSDARG00000015998,ENSDART00000133710,FBgn0033890
ENSDARG00000020123,ENSDART00000020153,FBgn0052649
ENSDARG00000100583,ENSDART00000167510,FBgn0033713
ENSDARG00000028982,ENSDART00000133905,
ENSDARG00000016181,ENSDART00000020116,FBgn0023097
ENSDARG00000025535,ENSDART00000144702,FBgn0261279
ENSDARG00000058463,ENSDART00000081337,FBgn0011361
ENSDARG00000031985,ENSDART00000135864,FBgn0016698
ENSDARG00000056085,ENSDART00000078513,FBgn0259483
ENSDARG00000036830,ENSDART00000000221,
ENSDARG00000043168,ENSDART00000034564,
ENSDARG00000098108,ENSDART00000163598,
ENSDARG00000042357,ENSDART00000062116,
ENSDARG00000040538,ENSDART00000059327,FBgn0026238
ENSDARG00000044251,ENSDART00000064968,FBgn0034230
ENSDARG00000044251,ENSDART00000064968,FBgn0085422
ENSDARG00000044251,ENSDART00000064968,FBgn0037188
ENSDARG00000014053,ENSDART00000037265,
ENSDARG00000040747,ENSDART00000104528,
ENSDARG00000017658,ENSDART00000002826,FBgn0037279
ENSDARG00000052537,ENSDART00000074407,FBgn0050392
ENSDARG00000007108,ENSDART00000023838,FBgn0030884
ENSDARG00000012341,ENSDART00000007732,FBgn0025866
ENSDARG00000012341,ENSDART00000007732,FBgn0012051
ENSDARG00000031814,ENSDART00000045549,FBgn0038610
ENSDARG00000030765,ENSDART00000050603,
ENSDARG00000041400,ENSDART00000136655,
ENSDARG00000104495,ENSDART00000169240,
ENSDARG00000054842,ENSDART00000077111,
ENSDARG00000004748,ENSDART00000013553,
ENSDARG00000039669,ENSDART00000057986,FBgn0034794
ENSDARG00000020024,ENSDART00000146363,FBgn0031968
ENSDARG00000019963,ENSDART00000023654,FBgn0037239
ENSDARG00000015557,ENSDART00000014058,
ENSDARG00000011885,ENSDART00000018049,FBgn0037608
ENSDARG00000054973,ENSDART00000087111,FBgn0023388
ENSDARG00000070155,ENSDART00000102715,
ENSDARG00000030743,ENSDART00000047552,FBgn0002524
ENSDARG00000035909,ENSDART00000047461,
ENSDARG00000042975,ENSDART00000063093,FBgn0033761
ENSDARG00000014995,ENSDART00000007791,FBgn0037374
ENSDARG00000005176,ENSDART00000134177,
ENSDARG00000056966,ENSDART00000079536,
ENSDARG00000099746,ENSDART00000165570,FBgn0028743
ENSDARG00000020131,ENSDART00000045038,FBgn0035533
ENSDARG00000023989,ENSDART00000032341,
ENSDARG00000010047,ENSDART00000003518,
ENSDARG00000019778,ENSDART00000023336,FBgn0261592
ENSDARG00000045888,ENSDART00000067448,FBgn0029969
ENSDARG00000036438,ENSDART00000052930,FBgn0031771
ENSDARG00000036438,ENSDART00000052930,FBgn0034007
ENSDARG00000036438,ENSDART00000052930,FBgn0034251
ENSDARG00000077526,ENSDART00000008980,
ENSDARG00000035178,ENSDART00000148436,
ENSDARG00000004925,ENSDART00000010706,FBgn0034535
ENSDARG00000058225,ENSDART00000081062,FBgn0031781
ENSDARG00000034307,ENSDART00000112487,FBgn0000038
ENSDARG00000015123,ENSDART00000127688,
ENSDARG00000031632,ENSDART00000047211,FBgn0032618
ENSDARG00000013838,ENSDART00000035865,FBgn0040271
ENSDARG00000008107,ENSDART00000102843,FBgn0262733
ENSDARG00000037503,ENSDART00000054611,FBgn0031390
ENSDARG00000035634,ENSDART00000051670,FBgn0032244
ENSDARG00000010784,ENSDART00000132923,
ENSDARG00000034825,ENSDART00000043802,
ENSDARG00000058471,ENSDART00000081343,FBgn0003124
ENSDARG00000091138,ENSDART00000112016,FBgn0262716
ENSDARG00000100510,ENSDART00000168413,FBgn0262716
ENSDARG00000009494,ENSDART00000020033,FBgn0026751
ENSDARG00000031048,ENSDART00000041711,FBgn0020443
ENSDARG00000001950,ENSDART00000013404,FBgn0022709
ENSDARG00000030139,ENSDART00000039865,FBgn0039112
ENSDARG00000027687,ENSDART00000038674,
ENSDARG00000012366,ENSDART00000019104,FBgn0032820
ENSDARG00000052623,ENSDART00000005195,
ENSDARG00000044073,ENSDART00000064700,FBgn0036169
ENSDARG00000002013,ENSDART00000140665,FBgn0261811
ENSDARG00000058128,ENSDART00000016214,
ENSDARG00000100536,ENSDART00000166351,
ENSDARG00000029133,ENSDART00000143228,FBgn0001612
ENSDARG00000100209,ENSDART00000170482,FBgn0039600
ENSDARG00000001578,ENSDART00000001830,FBgn0033879
ENSDARG00000035618,ENSDART00000051644,FBgn0030460
ENSDARG00000032496,ENSDART00000019353,
ENSDARG00000070222,ENSDART00000102881,FBgn0037720
ENSDARG00000043475,ENSDART00000063826,
ENSDARG00000054362,ENSDART00000051542,FBgn0031544
ENSDARG00000101886,ENSDART00000158284,FBgn0031174
ENSDARG00000101749,ENSDART00000158212,FBgn0030026
ENSDARG00000006196,ENSDART00000012357,FBgn0053193
ENSDARG00000001898,ENSDART00000142972,FBgn0031716
ENSDARG00000029609,ENSDART00000043751,
ENSDARG00000068680,ENSDART00000099425,FBgn0036287
ENSDARG00000071196,ENSDART00000143956,
ENSDARG00000098592,ENSDART00000162010,
ENSDARG00000098782,ENSDART00000172412,
ENSDARG00000038834,ENSDART00000056712,FBgn0033465
ENSDARG00000036028,ENSDART00000052307,FBgn0042101
ENSDARG00000036028,ENSDART00000052307,FBgn0042105
ENSDARG00000036028,ENSDART00000052307,FBgn0037465
ENSDARG00000036028,ENSDART00000052307,FBgn0037517
ENSDARG00000036028,ENSDART00000052307,FBgn0037519
ENSDARG00000036028,ENSDART00000052307,FBgn0037518
ENSDARG00000036028,ENSDART00000052307,FBgn0042104
ENSDARG00000036028,ENSDART00000052307,FBgn0042102
ENSDARG00000036028,ENSDART00000052307,FBgn0037853
ENSDARG00000036028,ENSDART00000052307,FBgn0037856
ENSDARG00000036028,ENSDART00000052307,FBgn0037521
ENSDARG00000036028,ENSDART00000052307,FBgn0042103
ENSDARG00000008568,ENSDART00000033325,FBgn0052103
ENSDARG00000006207,ENSDART00000015277,
ENSDARG00000027966,ENSDART00000038228,FBgn0039132
ENSDARG00000069920,ENSDART00000102143,FBgn0030610
ENSDARG00000017320,ENSDART00000109660,
ENSDARG00000053990,ENSDART00000058364,FBgn0011764
ENSDARG00000005972,ENSDART00000019818,FBgn0028292
ENSDARG00000000651,ENSDART00000000693,FBgn0031060
ENSDARG00000034677,ENSDART00000048548,
ENSDARG00000077253,ENSDART00000111414,FBgn0032259
ENSDARG00000043493,ENSDART00000063849,FBgn0000319
ENSDARG00000007135,ENSDART00000102100,FBgn0033029
ENSDARG00000020187,ENSDART00000004656,
ENSDARG00000022438,ENSDART00000037914,FBgn0050093
ENSDARG00000022438,ENSDART00000037914,FBgn0034877
ENSDARG00000022438,ENSDART00000037914,FBgn0036830
ENSDARG00000019081,ENSDART00000158547,FBgn0031417
ENSDARG00000019081,ENSDART00000158547,FBgn0032609
ENSDARG00000019081,ENSDART00000158547,FBgn0031418
ENSDARG00000054454,ENSDART00000149895,FBgn0025936
ENSDARG00000012981,ENSDART00000020667,
ENSDARG00000005606,ENSDART00000031130,FBgn0052133
ENSDARG00000006553,ENSDART00000025496,FBgn0003206
ENSDARG00000014727,ENSDART00000049226,FBgn0034628
ENSDARG00000014727,ENSDART00000049226,FBgn0027572
ENSDARG00000014727,ENSDART00000049226,FBgn0029924
ENSDARG00000014727,ENSDART00000049226,FBgn0034629
ENSDARG00000028106,ENSDART00000031786,
ENSDARG00000103740,ENSDART00000159323,
ENSDARG00000088711,ENSDART00000141904,
ENSDARG00000011553,ENSDART00000009682,FBgn0019644
ENSDARG00000016837,ENSDART00000005625,FBgn0051482
ENSDARG00000069283,ENSDART00000100698,
ENSDARG00000058323,ENSDART00000157139,
ENSDARG00000038876,ENSDART00000134975,FBgn0038049
ENSDARG00000038876,ENSDART00000134975,FBgn0039531
ENSDARG00000028088,ENSDART00000030566,
ENSDARG00000004270,ENSDART00000023054,FBgn0039213
ENSDARG00000098831,ENSDART00000166804,FBgn0031824
ENSDARG00000101706,ENSDART00000169399,FBgn0014863
ENSDARG00000101706,ENSDART00000169399,FBgn0259209
ENSDARG00000098972,ENSDART00000163609,FBgn0033907
ENSDARG00000100104,ENSDART00000165986,
ENSDARG00000008829,ENSDART00000016014,
ENSDARG00000044803,ENSDART00000065853,FBgn0032910
ENSDARG00000044803,ENSDART00000065853,FBgn0031630
ENSDARG00000002391,ENSDART00000027848,
ENSDARG00000029003,ENSDART00000066645,FBgn0026250
ENSDARG00000020574,ENSDART00000129561,FBgn0263006
ENSDARG00000058953,ENSDART00000065500,FBgn0034612
ENSDARG00000058953,ENSDART00000065500,FBgn0051793
ENSDARG00000058953,ENSDART00000065500,FBgn0032026
ENSDARG00000058953,ENSDART00000065500,FBgn0263316
ENSDARG00000058953,ENSDART00000065500,FBgn0039644
ENSDARG00000058953,ENSDART00000065500,FBgn0051792
ENSDARG00000058953,ENSDART00000065500,FBgn0010549
ENSDARG00000058953,ENSDART00000065500,FBgn0039207
ENSDARG00000058953,ENSDART00000065500,FBgn0039645
ENSDARG00000058953,ENSDART00000065500,FBgn0032908
ENSDARG00000058953,ENSDART00000065500,FBgn0038740
ENSDARG00000024654,ENSDART00000039987,FBgn0036298
ENSDARG00000040282,ENSDART00000058945,
ENSDARG00000044304,ENSDART00000065045,
ENSDARG00000039256,ENSDART00000029697,
ENSDARG00000017489,ENSDART00000140230,
ENSDARG00000039243,ENSDART00000018064,
ENSDARG00000012219,ENSDART00000014031,FBgn0033015
ENSDARG00000001733,ENSDART00000002027,FBgn0029092
ENSDARG00000009881,ENSDART00000014330,
ENSDARG00000104635,ENSDART00000159361,
ENSDARG00000070801,ENSDART00000104256,FBgn0261276
ENSDARG00000044625,ENSDART00000065562,FBgn0264962
ENSDARG00000016519,ENSDART00000029889,FBgn0029067
ENSDARG00000026941,ENSDART00000137936,FBgn0030555
ENSDARG00000020645,ENSDART00000043727,FBgn0036764
ENSDARG00000020645,ENSDART00000043727,FBgn0037203
ENSDARG00000020645,ENSDART00000043727,FBgn0036493
ENSDARG00000026348,ENSDART00000024354,FBgn0000153
ENSDARG00000018562,ENSDART00000004398,FBgn0027496
ENSDARG00000005318,ENSDART00000022574,FBgn0027363
ENSDARG00000033285,ENSDART00000041257,FBgn0086348
ENSDARG00000033285,ENSDART00000041257,FBgn0035904
ENSDARG00000033285,ENSDART00000041257,FBgn0035906
ENSDARG00000033285,ENSDART00000041257,FBgn0035907
ENSDARG00000040698,ENSDART00000059623,FBgn0027569
ENSDARG00000044567,ENSDART00000149124,FBgn0038428
ENSDARG00000026704,ENSDART00000099302,
ENSDARG00000029356,ENSDART00000164864,FBgn0033476
ENSDARG00000104042,ENSDART00000167168,FBgn0039625
ENSDARG00000104042,ENSDART00000167168,FBgn0027538
ENSDARG00000005679,ENSDART00000164197,FBgn0035533
ENSDARG00000031968,ENSDART00000045609,
ENSDARG00000037852,ENSDART00000055148,FBgn0036447
ENSDARG00000086103,ENSDART00000163025,FBgn0034611
ENSDARG00000086103,ENSDART00000129423,FBgn0034611
ENSDARG00000022807,ENSDART00000114944,FBgn0027872
ENSDARG00000038618,ENSDART00000135938,FBgn0035383
ENSDARG00000067524,ENSDART00000170478,
ENSDARG00000032765,ENSDART00000049066,
ENSDARG00000099213,ENSDART00000167741,FBgn0043456
ENSDARG00000004658,ENSDART00000012637,FBgn0011742
ENSDARG00000006242,ENSDART00000026814,FBgn0024734
ENSDARG00000101438,ENSDART00000157834,
ENSDARG00000020107,ENSDART00000165816,FBgn0031187
ENSDARG00000040606,ENSDART00000150219,FBgn0261953
ENSDARG00000022623,ENSDART00000137737,
ENSDARG00000045304,ENSDART00000066628,
ENSDARG00000015224,ENSDART00000102611,FBgn0027598
ENSDARG00000061120,ENSDART00000141332,
ENSDARG00000020699,ENSDART00000159780,FBgn0026787
ENSDARG00000104669,ENSDART00000161914,FBgn0265351
ENSDARG00000045562,ENSDART00000144859,FBgn0038811
ENSDARG00000051889,ENSDART00000073597,FBgn0000447
ENSDARG00000041065,ENSDART00000060162,FBgn0011296
ENSDARG00000041065,ENSDART00000060162,FBgn0035817
ENSDARG00000041065,ENSDART00000060162,FBgn0001227
ENSDARG00000041065,ENSDART00000060162,FBgn0035982
ENSDARG00000041065,ENSDART00000060162,FBgn0001224
ENSDARG00000041065,ENSDART00000060162,FBgn0001223
ENSDARG00000041065,ENSDART00000060162,FBgn0001225
ENSDARG00000041065,ENSDART00000060162,FBgn0031037
ENSDARG00000041065,ENSDART00000060162,FBgn0001226
ENSDARG00000041065,ENSDART00000060162,FBgn0001229
ENSDARG00000003091,ENSDART00000007247,
ENSDARG00000003635,ENSDART00000015136,FBgn0033216
ENSDARG00000003635,ENSDART00000015136,FBgn0033215
ENSDARG00000003635,ENSDART00000015136,FBgn0033214
ENSDARG00000057497,ENSDART00000053187,
ENSDARG00000058800,ENSDART00000081741,
ENSDARG00000101144,ENSDART00000160263,FBgn0259824
ENSDARG00000007743,ENSDART00000161047,
ENSDARG00000100729,ENSDART00000162358,FBgn0260442
ENSDARG00000041895,ENSDART00000061365,FBgn0003189
ENSDARG00000045277,ENSDART00000066590,FBgn0038610
ENSDARG00000073765,ENSDART00000170242,FBgn0000384
ENSDARG00000070434,ENSDART00000103355,
ENSDARG00000011613,ENSDART00000017973,FBgn0031883
ENSDARG00000011459,ENSDART00000020048,FBgn0010225
ENSDARG00000040224,ENSDART00000058843,
ENSDARG00000053459,ENSDART00000075497,FBgn0034763
ENSDARG00000070480,ENSDART00000103475,
ENSDARG00000056204,ENSDART00000160013,
ENSDARG00000001729,ENSDART00000126967,FBgn0044323
ENSDARG00000005941,ENSDART00000027090,FBgn0262733
ENSDARG00000093313,ENSDART00000171678,FBgn0003943
ENSDARG00000093313,ENSDART00000171678,FBgn0086558
ENSDARG00000025826,ENSDART00000050332,FBgn0000384
ENSDARG00000070746,ENSDART00000104160,FBgn0037009
ENSDARG00000030881,ENSDART00000040900,
ENSDARG00000057984,ENSDART00000080749,FBgn0038466
ENSDARG00000057984,ENSDART00000080749,FBgn0029095
ENSDARG00000045611,ENSDART00000067072,FBgn0032816
ENSDARG00000101961,ENSDART00000168510,FBgn0052112
ENSDARG00000057167,ENSDART00000079758,FBgn0010488
ENSDARG00000102684,ENSDART00000158462,FBgn0263289
ENSDARG00000069946,ENSDART00000102210,FBgn0004456
ENSDARG00000053483,ENSDART00000075521,FBgn0000640
ENSDARG00000053483,ENSDART00000075521,FBgn0011693
ENSDARG00000053483,ENSDART00000075521,FBgn0036620
ENSDARG00000053483,ENSDART00000075521,FBgn0000056
ENSDARG00000053483,ENSDART00000075521,FBgn0000055
ENSDARG00000053483,ENSDART00000075521,FBgn0042137
ENSDARG00000091655,ENSDART00000122307,FBgn0027945
ENSDARG00000070723,ENSDART00000123352,FBgn0037001
ENSDARG00000091728,ENSDART00000156508,
ENSDARG00000031343,ENSDART00000042255,FBgn0015797
ENSDARG00000058734,ENSDART00000081663,FBgn0040309
ENSDARG00000058734,ENSDART00000081663,FBgn0036490
ENSDARG00000077456,ENSDART00000073452,FBgn0053855
ENSDARG00000077456,ENSDART00000073452,FBgn0053858
ENSDARG00000077456,ENSDART00000073452,FBgn0053861
ENSDARG00000056075,ENSDART00000103872,
ENSDARG00000035357,ENSDART00000051231,FBgn0001105
ENSDARG00000091699,ENSDART00000161950,
ENSDARG00000104771,ENSDART00000166768,FBgn0038683
ENSDARG00000102115,ENSDART00000168688,
ENSDARG00000042553,ENSDART00000062414,FBgn0035922
ENSDARG00000014914,ENSDART00000124242,FBgn0032949
ENSDARG00000038694,ENSDART00000003670,FBgn0033906
ENSDARG00000038694,ENSDART00000003670,FBgn0039371
ENSDARG00000053452,ENSDART00000075491,FBgn0036696
ENSDARG00000079653,ENSDART00000064591,
ENSDARG00000044132,ENSDART00000064801,
ENSDARG00000020377,ENSDART00000027616,FBgn0010488
ENSDARG00000076486,ENSDART00000082647,FBgn0040077
ENSDARG00000076486,ENSDART00000082647,FBgn0040076
ENSDARG00000054867,ENSDART00000141548,FBgn0038326
ENSDARG00000045530,ENSDART00000066951,
ENSDARG00000010946,ENSDART00000026275,FBgn0031148
ENSDARG00000034313,ENSDART00000102096,FBgn0005777
ENSDARG00000040118,ENSDART00000087346,
ENSDARG00000070487,ENSDART00000103493,FBgn0033451
ENSDARG00000041853,ENSDART00000061328,FBgn0031883
ENSDARG00000042934,ENSDART00000063028,FBgn0052183
ENSDARG00000021789,ENSDART00000039345,
ENSDARG00000105243,ENSDART00000159101,FBgn0261403
ENSDARG00000004891,ENSDART00000045016,FBgn0032407
ENSDARG00000054574,ENSDART00000076800,FBgn0031668
ENSDARG00000042908,ENSDART00000062986,
ENSDARG00000056672,ENSDART00000079202,FBgn0030403
ENSDARG00000098439,ENSDART00000170935,FBgn0000546
ENSDARG00000069102,ENSDART00000100288,
ENSDARG00000099236,ENSDART00000160980,FBgn0014029
ENSDARG00000099236,ENSDART00000160980,FBgn0026361
ENSDARG00000020642,ENSDART00000024572,FBgn0030700
ENSDARG00000011769,ENSDART00000014685,FBgn0030778
ENSDARG00000077760,ENSDART00000114415,FBgn0033475
ENSDARG00000102887,ENSDART00000169600,FBgn0033226
ENSDARG00000045294,ENSDART00000018095,FBgn0034433
ENSDARG00000098497,ENSDART00000171589,FBgn0003205
ENSDARG00000055893,ENSDART00000078300,FBgn0039254
ENSDARG00000024895,ENSDART00000037501,FBgn0039557
ENSDARG00000030753,ENSDART00000042570,
ENSDARG00000044627,ENSDART00000065565,FBgn0029906
ENSDARG00000026654,ENSDART00000100746,FBgn0044871
ENSDARG00000017910,ENSDART00000040865,FBgn0051005
ENSDARG00000020618,ENSDART00000134763,
ENSDARG00000099315,ENSDART00000172241,
ENSDARG00000103118,ENSDART00000160545,
ENSDARG00000042866,ENSDART00000062917,
ENSDARG00000016368,ENSDART00000017770,FBgn0038893
ENSDARG00000038768,ENSDART00000056618,FBgn0011787
ENSDARG00000015537,ENSDART00000021609,FBgn0004516
ENSDARG00000001804,ENSDART00000014103,FBgn0035944
ENSDARG00000017047,ENSDART00000004181,FBgn0265187
ENSDARG00000017047,ENSDART00000004181,FBgn0021953
ENSDARG00000017047,ENSDART00000004181,FBgn0034999
ENSDARG00000057606,ENSDART00000080313,FBgn0039889
ENSDARG00000036371,ENSDART00000052838,
ENSDARG00000075726,ENSDART00000135924,FBgn0027583
ENSDARG00000052113,ENSDART00000051291,FBgn0041630
ENSDARG00000052113,ENSDART00000051291,FBgn0045063
ENSDARG00000052113,ENSDART00000051291,FBgn0041629
ENSDARG00000025404,ENSDART00000032118,FBgn0267384
ENSDARG00000038863,ENSDART00000056742,
ENSDARG00000041085,ENSDART00000100778,
ENSDARG00000035595,ENSDART00000051606,FBgn0263278
ENSDARG00000069951,ENSDART00000075340,FBgn0000557
ENSDARG00000040628,ENSDART00000059484,
ENSDARG00000006588,ENSDART00000034549,
ENSDARG00000052696,ENSDART00000074597,FBgn0000640
ENSDARG00000052696,ENSDART00000074597,FBgn0011693
ENSDARG00000052696,ENSDART00000074597,FBgn0036620
ENSDARG00000052696,ENSDART00000074597,FBgn0000056
ENSDARG00000052696,ENSDART00000074597,FBgn0000055
ENSDARG00000052696,ENSDART00000074597,FBgn0042137
ENSDARG00000030269,ENSDART00000045754,FBgn0038401
ENSDARG00000070261,ENSDART00000075903,
ENSDARG00000006754,ENSDART00000021502,FBgn0026441
ENSDARG00000036834,ENSDART00000105040,
ENSDARG00000088439,ENSDART00000128971,
ENSDARG00000030441,ENSDART00000040409,FBgn0016687
ENSDARG00000029250,ENSDART00000041371,FBgn0037554
ENSDARG00000040280,ENSDART00000058943,
ENSDARG00000007418,ENSDART00000003195,FBgn0086656
ENSDARG00000025106,ENSDART00000029981,FBgn0011826
ENSDARG00000025106,ENSDART00000029981,FBgn0030758
ENSDARG00000025106,ENSDART00000029981,FBgn0010015
ENSDARG00000039887,ENSDART00000058346,FBgn0034259
ENSDARG00000015559,ENSDART00000015046,
ENSDARG00000057973,ENSDART00000140214,FBgn0036194
ENSDARG00000039381,ENSDART00000057553,
ENSDARG00000043663,ENSDART00000064111,FBgn0038834
ENSDARG00000019845,ENSDART00000046981,
ENSDARG00000062592,ENSDART00000159666,FBgn0053098
ENSDARG00000062592,ENSDART00000159666,FBgn0002773
ENSDARG00000017034,ENSDART00000146451,FBgn0035515
ENSDARG00000033320,ENSDART00000041515,FBgn0038947
ENSDARG00000030224,ENSDART00000042421,
ENSDARG00000035329,ENSDART00000131339,
ENSDARG00000024325,ENSDART00000149787,FBgn0027569
ENSDARG00000099266,ENSDART00000161120,
ENSDARG00000042995,ENSDART00000133927,FBgn0086532
ENSDARG00000052402,ENSDART00000145062,
ENSDARG00000019362,ENSDART00000017668,FBgn0011224
ENSDARG00000034568,ENSDART00000041833,FBgn0035586
ENSDARG00000099959,ENSDART00000169315,FBgn0264695
ENSDARG00000003751,ENSDART00000027119,FBgn0011739
