target_id,Unnamed: 0,pval,qval,b,se_b,mean,var,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
C23H5.8b.2,1115,3.00322877627152e-07,5.6948220642788e-06,-5.08299300209073,0.992143403101462,1.7566192947136203,6.70761050099404,0.900508518824486,-0.7048209061991508,0.5760142796521379,0.5760142796521379,WBGene00016027,C23H5.8
F43H9.2a,3229,0.00107821165741033,0.007059965646524171,-5.06963942355203,1.55068940909798,3.48353294622872,7.29322398776803,0.281549533516407,3.32540693171656,0.14574821883018801,3.32540693171656,WBGene00018398,sptl-2
F15E11.14,31,4.1488721166169696e-38,2.82966461811718e-35,-5.06659992517148,0.392568704269425,6.6015015350795805,5.12393516825005,0.0025899372078286103,0.228575344149834,0.0171343696592811,0.228575344149834,WBGene00017500,pud-2.2
C06G3.5b,3840,0.0028872396812932,0.015897111609786997,-5.058852726306711,1.6978893314332602,3.6224267427491004,7.7078820078997,2.9039409112922203,1.42030136140011,0.131657673665777,1.42030136140011,WBGene00015551,C06G3.5
B0218.6a,1459,2.97902267838074e-06,4.3170306023991706e-05,-5.02787019218781,1.07611076116035,3.61267612725203,5.6152776550197006,0.704541870813888,1.03247968461378,0.132588023893195,1.03247968461378,WBGene00015050,clec-51
Y38F1A.6.4,2159,7.10017758387453e-05,0.000695317529670492,-5.009229881894741,1.2608485704539099,5.09196418233963,8.63632712420322,1.5186119432365102,0.865996733186989,0.0494489654462638,0.865996733186989,WBGene00012608,Y38F1A.6
C09G5.5,86,8.16705103620688e-26,2.0078600006804896e-23,-4.93384751605342,0.46965357846631,7.888873128406511,6.54060741430966,0.00257200332183259,0.32828972232748305,0.0083679674226942,0.32828972232748305,WBGene00000656,col-80
C35C5.10a.2,870,2.4035545707202202e-08,5.839267033075591e-07,-4.93127015010996,0.883721480896832,1.8708763968709299,5.472936182076711,0.646556015196527,0.321800577601019,0.524889468501207,0.524889468501207,WBGene00007959,C35C5.10
F54E12.2.2,3105,0.0008494988089750741,0.00578452602839291,-4.89540995493963,1.46738673899355,1.62001815851695,5.96365592781754,2.52109601754647,0.7087397451147192,0.643676082887078,0.7087397451147192,WBGene00010061,F54E12.2
W02C12.3c,2888,0.000517963108585162,0.0037921804694974,-4.89154812790205,1.40914393961966,4.0826203756731,6.2061764261455,1.2965552795378301,1.6819746843124102,0.0954376837894703,1.6819746843124102,WBGene00020930,hlh-30
T28D6.5e.2,1111,2.8711761877979e-07,5.46402143461846e-06,-4.848388236107191,0.9447895038648921,2.184389892883,6.782089770744459,0.9320692400062158,0.25536491126084904,0.40687156991368706,0.40687156991368706,WBGene00012125,T28D6.5
F07B10.1a,1306,1.2055043297197701e-06,1.9501130867073602e-05,-4.835730745951349,0.996086293940745,2.6215894491801204,5.1205756993706695,0.343566318883128,1.14471553858179,0.286193328613417,1.14471553858179,WBGene00000539,cln-3.1
Y27F2A.3a,844,1.71703663757958e-08,4.3013395294247703e-07,-4.79211149274532,0.849916280781675,2.34921666018715,7.70624582196244,0.591923397672651,0.491613128833981,0.3560973807512,0.491613128833981,WBGene00005552,sri-40
C44C1.5a.2,247,1.0673628909070699e-15,9.136539920019479e-14,-4.786037262712,0.59684803688381,2.35243780356236,3.8560901781781,0.179167784171827,-0.126265902387941,0.35517358452625997,0.35517358452625997,WBGene00016644,C44C1.5
R03G5.5a,1094,2.41219953369067e-07,4.66189531451753e-06,-4.78476670095311,0.9264915296401299,3.3270406768353795,4.58125914600033,0.19049600486944898,1.09708382687291,0.164100405211723,1.09708382687291,WBGene00019846,gpx-7
C44B7.10.1,4027,0.0036716445255563297,0.0192677041955417,-4.77435419380875,1.6434526734108201,2.9706984636863702,10.4795190582833,1.16989113824933,2.88151389636241,0.216965541492813,2.88151389636241,WBGene00016630,C44B7.10
B0496.3g,3517,0.00173042974243362,0.0103997942138357,-4.7638402006568,1.52054743163307,1.6257185587412102,6.18126652626349,2.82739538461877,0.34290938281577305,0.6407013531501129,0.6407013531501129,WBGene00006814,unc-82
T23F11.1.2,3164,0.000970488750926137,0.00648515918483923,-4.73613298273398,1.43565072473371,1.5593935950895899,5.686525700979611,2.0411227935652,1.05051671157743,0.676167509845693,1.05051671157743,WBGene00011953,ppm-2
F09C8.1,259,3.0335618062497896e-15,2.47350737331335e-13,-4.69423905228318,0.59499694739243,3.81501366388468,5.745061080398151,0.09475597903579303,0.436276072073672,0.114840731135161,0.436276072073672,WBGene00008621,F09C8.1
K08C7.2.1,5503,0.0164160857704581,0.0630720155269481,-4.646365649078629,1.93636401341039,2.6310603267243398,8.61994121362862,2.43193552428078,3.19232286436539,0.28403817965042,3.19232286436539,WBGene00001476,fmo-1
Y19D10B.7,23,7.061096813759919e-42,6.49098999710113e-39,-4.62640154708811,0.341219019440976,6.652858840327129,4.39144797447087,0.0410777325399213,0.13356789630247098,0.016533479299359,0.13356789630247098,WBGene00021236,pud-1.2
ZC376.2a,1316,1.3048088020278298e-06,2.09632009888103e-05,-4.6208973462905405,0.954924197962018,3.9989311643814505,4.02514539442976,1.0505794399492001,0.317240895830902,0.10109441811787401,0.317240895830902,WBGene00013874,ZC376.2
F01D4.1a,779,8.286671338659321e-09,2.24704518597891e-07,-4.6053656031695995,0.799192849574574,2.92787169707584,3.99653999628438,0.733641808918033,-0.0976131876056994,0.22442200729866002,0.22442200729866002,WBGene00008485,ugt-43
R09H10.5.1,2726,0.000363783253532442,0.00282152213112121,-4.604694071209191,1.29162024109796,5.88867374948153,5.27798462817755,0.9174108926072609,1.5850133782136597,0.028669433843462003,1.5850133782136597,WBGene00011182,R09H10.5
T14B4.4a.2,2182,7.73693127265107e-05,0.0007496880746913919,-4.58130431283974,1.15911783043506,1.6902570714543999,6.43014092874599,1.40737567037976,-1.11266448984565,0.607955546868961,0.607955546868961,WBGene00006636,tsp-10
F15E11.13,43,1.84453663326915e-35,9.069543729583628e-33,-4.56490358585047,0.367311426029536,6.32688593742514,4.32439023122785,0.0931259074041149,0.10925061813366199,0.0206960249458447,0.10925061813366199,WBGene00017499,pud-1.1
K11E8.1d.3,2868,0.000496508508733361,0.00365900292790151,-4.53163291602451,1.30120885792521,2.35182107331433,5.1871281254669,2.1843664748440097,0.100173685552935,0.355350263070539,0.355350263070539,WBGene00006779,unc-43
F07H5.9a,1744,1.35440478642227e-05,0.000164000063612797,-4.528430044899791,1.0407491148397499,3.00334393284604,7.36633140776623,0.435629455791469,1.18910862426813,0.21145544128629398,1.18910862426813,WBGene00008560,pho-13
T05E12.6a,40,3.07983636143461e-36,1.6279245047453e-33,-4.49455707307125,0.35755681848329707,5.33770615855229,4.70725379183177,0.0256014504033852,0.166168867262461,0.0423955829440145,0.166168867262461,WBGene00011487,T05E12.6
M199.5a,167,3.89885786243366e-19,4.93614082547514e-17,-4.4445723364365195,0.49716702931925105,4.60654864567478,3.57207263955854,0.304011621926986,-0.160269023279385,0.0667509606362075,0.0667509606362075,WBGene00000708,col-135
F10C1.2a.2,3369,0.00138361987824642,0.00868325173219475,-4.44154607810466,1.38883100553408,4.353048497469009,6.2343901101162995,0.666578896142395,2.2266984467568,0.0791346773894647,2.2266984467568,WBGene00002053,ifb-1
F26H11.2h,4437,0.0061367034055834395,0.0292423529646722,-4.39103147877542,1.6023404004505801,3.5764622690116,10.3014009966949,0.960953401128505,2.89028873724567,0.13611772594943303,2.89028873724567,WBGene00009180,nurf-1
C17C3.12b,3017,0.000690465911130305,0.00483875398045345,-4.2785065575900205,1.26085511930744,1.49213789988595,5.38908996738062,1.67053174361525,-1.4300948470298898,0.7141017042104251,0.7141017042104251,WBGene00015894,acdh-2
ZK484.2a.1,3635,0.00210709296581405,0.0122559192781861,-4.27596742481372,1.3906909290369098,1.87779266140655,4.78408191585764,1.3482265810500202,1.5528053091082799,0.5219447091033069,1.5528053091082799,WBGene00001819,haf-9
R08D7.4b.2,4948,0.0101388698116064,0.0433237923255443,-4.2559893968972204,1.65534631756172,2.3623246349886404,8.02315963597031,2.9662471988545605,1.1440099477431398,0.352353762094884,1.1440099477431398,WBGene00011144,R08D7.4
F08A8.4.2,1343,1.49981504034778e-06,2.36117568116703e-05,-4.25510911027189,0.884406332532283,3.92960921639709,3.97025504718882,1.06721427188822,-0.0290384239446897,0.10604756964658901,0.10604756964658901,WBGene00008567,F08A8.4
C17C3.12c.2,1446,2.6646388527575403e-06,3.89615900856519e-05,-4.1450574219549,0.8828457314044359,2.06504327648269,4.05361058916062,0.461910790932321,0.7072140872562299,0.448242526351104,0.7072140872562299,WBGene00015894,acdh-2
H17B01.4b,5670,0.0185136433259692,0.0690359719296238,-4.12925814206694,1.7532651046587602,3.4623163422042698,6.81909673379339,1.3517585609412899,3.25914922987986,0.148070991059564,3.25914922987986,WBGene00019209,emc-1
F31F7.1b.1,5383,0.0149756399681341,0.0588094271631238,-4.12875772123224,1.69700479519503,3.05604407053365,5.610357556116179,0.408828364732373,3.91090954764,0.202865934499606,3.91090954764,WBGene00017964,F31F7.1
W07G1.3.1,420,5.92558612242933e-12,2.9829682711077003e-10,-4.10855210993879,0.597049419987265,4.79285108220753,3.2925223185394104,0.47533791865149105,-0.27571473855165696,0.0593640962092033,0.0593640962092033,WBGene00012330,zip-3
