target_id,Unnamed: 0,pval,qval,b,se_b,mean,var,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
T09B4.5a,682,0.0012175107268458099,0.0377446177385646,-0.7797023697406601,0.24103976557432502,6.77339028203703,0.159034518031582,0.00195610492211091,0.0416190215189832,0.0151992063779638,0.0416190215189832,WBGene00020379,T09B4.5
ZK1053.4,541,0.000556415780546229,0.0217454692201274,-0.7666266986433199,0.22208089755932603,6.81537597521555,0.142930685819921,0.00130223696277899,0.0356877068327877,0.0147616452950736,0.0356877068327877,WBGene00014199,ZK1053.4
W09C3.7,182,9.89740807889375e-06,0.00115131526089426,-0.765144206964489,0.173132946482023,6.874582505705381,0.130978714175251,0.00107813516418077,0.0214031277039796,0.0141701323999087,0.0214031277039796,WBGene00021114,W09C3.7
Y47D9A.2a,329,9.83883840105963e-05,0.00632287417366577,-0.7605844388654509,0.19529545051351502,6.013066466120991,0.0621373571311748,0.00250401254247854,0.00936611455871151,0.0261012222009792,0.0261012222009792,WBGene00021629,scpl-3
B0513.1b,290,6.477711493862571e-05,0.004722698417749529,-0.758499777111851,0.18987668604839197,6.49667650440444,0.0674552467514025,0.0086274867793692,0.00315034363689196,0.0184123801491704,0.0184123801491704,WBGene00001562,lin-66
W06H12.1,24,7.0275471815860006e-09,6.19097625251137e-06,-0.758287370145449,0.130959010362748,7.13364908861296,0.0531300922499233,0.000905748709784716,0.006178802413935179,0.011956948086607999,0.011956948086607999,WBGene00012317,ztf-6
D1007.14,903,0.00245001964560951,0.0570146321314635,-0.7581627989290792,0.250264428718368,6.419799478209491,0.17967450934756,0.0015466647203556901,0.0454275484909425,0.0193948031809126,0.0454275484909425,WBGene00004113,pqn-24
R13G10.1,14,8.684746119163791e-10,1.31158276569629e-06,-0.7479777799334991,0.121981834551076,7.701367162637941,0.0473997322646649,0.00047010620028461905,0.0106895697700499,0.009003603284026591,0.0106895697700499,WBGene00001086,dpy-27
H32C10.2a,609,0.000821366785703613,0.0285158587030074,-0.729079993639404,0.217929068971399,5.74743349431461,0.16067863824722303,0.00376114636516645,0.0204403729548075,0.0318586629618892,0.0318586629618892,WBGene00003019,lin-33
T23G4.1,307,7.62407601791907e-05,0.0052506788028294105,-0.7243877905176459,0.183114886130254,6.1958905100679,0.144279082717442,0.0023859378637173198,0.00690807035013255,0.0227623582781545,0.0227623582781545,WBGene00006580,tlp-1
C46C2.1v,1198,0.00485257819537779,0.0856411191860373,-0.719407583224501,0.255411530452693,6.9508084370485905,0.140828544570083,0.00516709521116975,0.0437591922049704,0.0134542804139665,0.0437591922049704,WBGene00006941,wnk-1
W10D5.3f.2,646,0.000978444875860496,0.0320236223069945,-0.66322921907479,0.20118263107115,8.04508967946846,0.054063595093861994,0.0224111514187449,0.00661016664616401,0.007944686864788079,0.007944686864788079,WBGene00001574,gei-17
Y39A3CL.5a,121,1.7856976365613e-06,0.00031202483578360096,-0.6502624846243411,0.136144195772487,7.13066073271025,0.129571522349648,0.000853981385689593,0.0130474501462134,0.0119788620477344,0.0130474501462134,WBGene00000545,clp-4
Y23H5A.5c,331,0.00010099118546873199,0.00645092638781089,-0.643357213121811,0.16546410351114302,6.5159226557272305,0.0548178183293785,0.00236073315228265,0.0026148571320677803,0.0181730440107769,0.0181730440107769,WBGene00000832,ctn-1
R90.1,588,0.000761564196752522,0.0273839316529567,-0.611012185196821,0.18150318944100197,6.19850881138627,0.0576957400838701,0.00198917034930241,0.007123473360826841,0.0227183854836399,0.0227183854836399,WBGene00011283,R90.1
C52B9.8,761,0.0016227239119568,0.045084430578847,-0.583956932814536,0.18527781102202698,7.136741206889731,0.0589914406436001,0.000825030023118931,0.0249208704197167,0.0119343639181495,0.0249208704197167,WBGene00016868,C52B9.8
M02B7.5a,1280,0.005644499345938221,0.09325577004189901,-0.583509086437032,0.21082446043415698,6.36191441342059,0.0487653229774507,0.0131456735091663,-0.00367133923417083,0.0201895413288488,0.0201895413288488,WBGene00019726,bris-1
W03F8.5a,907,0.0024392735044138397,0.0570146321314635,-0.580988683303194,0.19169644053795104,7.966493783018921,0.0905208037634547,0.000351958798227295,0.0272086851879627,0.0081458735544448,0.0272086851879627,WBGene00002247,lam-1
F31E3.1,254,3.76704986723257e-05,0.00313569824184639,-0.564684180406224,0.13701531297618802,6.99860232452371,0.156704015410219,0.00104739506802103,0.00454163661569113,0.0130325019244511,0.0130325019244511,WBGene00000443,ceh-20
T03D8.3,898,0.00241247306319949,0.0568005768098294,-0.5591456513717529,0.184286610837772,6.167146533647139,0.0643569777484207,0.00221890036876756,0.011305358886161998,0.0232522658317868,0.0232522658317868,WBGene00011392,sbt-1
F01G10.7,1225,0.0051033382032316,0.0880096897479002,-0.555344091129418,0.198306187023973,5.975796955111179,0.0592154918787354,0.00264796197247936,0.0251204975324516,0.0268460458865108,0.0268460458865108,WBGene00008510,lipl-7
C18E3.3,1050,0.00359572007425241,0.0722664539257783,-0.548530653606764,0.18839431564086198,6.108115162233469,0.0436812778733869,0.00231978249677111,0.00598083594822686,0.0242995311275706,0.0242995311275706,WBGene00015972,C18E3.3
T19D12.6,297,6.75575026859074e-05,0.0047933051349908105,-0.531635474937521,0.13341826415070301,7.07495080982198,0.0636263947628489,0.000947219772656772,0.0111967232227059,0.0124031051340834,0.0124031051340834,WBGene00020581,T19D12.6
ZK1005.1b,1020,0.00330371775017906,0.0685563916139134,-0.529846911774542,0.180344722045576,7.45137487655699,0.0811531161677773,0.00547245481668973,0.0189207092605824,0.0100820059239804,0.0189207092605824,WBGene00004053,pme-5
T19B10.6.2,836,0.0020887306541349103,0.0528253973927923,-0.516966672293262,0.167992662808574,7.290982588674081,0.0531179602969112,0.0102403916999469,0.00272663285692939,0.0109257593681895,0.0109257593681895,WBGene00011834,dvc-1
M88.6b,629,0.000897557630345893,0.0302416170688193,-0.510046255840332,0.153590794841043,6.78098610452779,0.0353409190557397,0.00257363985016057,0.00804968566177868,0.0151189593447668,0.0151189593447668,WBGene00003915,pan-1
C17E4.20,1255,0.00541454032576207,0.0911517264292151,-0.39155090222595,0.14078094608251002,6.919285155017019,0.0659222105651817,0.00112049233903735,0.00874248951229076,0.0137439637458777,0.0137439637458777,WBGene00219313,C17E4.20
F54D5.9,1082,0.00378296838349914,0.0736878437205169,0.28837570431696696,0.0995870763380948,8.45206520685922,0.12823376933750502,0.000219651857723419,0.0070741142794577905,0.00721853747245372,0.00721853747245372,WBGene00010053,F54D5.9
C42C1.10c,1298,0.00588471184873195,0.0958555181954851,0.786630679621451,0.28561784056738204,6.06318635624042,0.319798597165561,0.036049632851164,0.0161025883850731,0.025133530286617,0.025133530286617,WBGene00016588,hpo-12
F58E10.3a.3,442,0.000312415661471247,0.0149443536888837,1.34472552574998,0.373039399570755,8.42017291064088,0.7268396258405341,0.0971104165282032,-0.00816388408881163,0.00725837869587865,0.00725837869587865,WBGene00010260,ddx-17
C10H11.3,123,1.9234151896511397e-06,0.000330624124835723,1.6386119086867499,0.34415157550804804,5.93592448574412,1.66796136990155,0.0046646506365373794,0.0841655795569664,0.0276663898646752,0.0841655795569664,WBGene00015692,ugt-25
T09B9.2,434,0.000294598361349774,0.0143518275438209,2.09441300041814,0.578566473813201,4.37086615536231,1.4960453141886398,0.0251395967338612,0.22591477673161997,0.078153247957498,0.22591477673161997,WBGene00011643,slc-17.9
T12G3.2b.1,942,0.0026348575164341303,0.0591388455095188,4.12308435109867,1.37097599379846,2.9990669073336202,4.146442336577509,1.1975124173370801,-0.551465074116845,0.212168964341664,0.212168964341664,WBGene00011738,T12G3.2
C14B1.1.1,670,0.00110985166860533,0.0350232743721231,5.32864350011882,1.63400734138029,4.187771066488271,7.76145264782186,0.9880703292560121,1.01441466450751,0.0887724041240718,1.01441466450751,WBGene00003962,pdi-1
F11A10.6b.2,65,1.8352939616626e-07,5.9138685404266893e-05,5.895826636683969,1.13048863790545,3.91645208851122,8.01306806818296,0.8514861155092159,-0.7995179100910731,0.10701730481577301,0.10701730481577301,WBGene00008687,F11A10.6
F56A6.4d,546,0.0005677004010721321,0.0219833142488427,6.02535938721401,1.74820674082408,3.66673610172099,7.58835231505433,2.16463761918384,-1.7756408523743898,0.12753248731322098,0.12753248731322098,WBGene00018923,eme-1
