#enriched_in_PVD_OLL_W
,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
31,blast cell WBbt:0006783,54.281422924901186,99.0,1.82382838668,4.53593911465154e-10,1.8238283866833658
32,E lineage cell WBbt:0005208,21.478260869565215,33.0,1.53643724696,0.006071325791099474,1.536437246963563
33,pharyngeal interneuron WBbt:0003668,13.277470355731225,21.0,1.58162657776,0.01493302202131662,1.5816265777566088
34,ALM WBbt:0005406,17.768379446640317,35.0,1.96979134226,3.380456310201487e-05,1.9697913422609779
35,motor neuron WBbt:0005409,85.52252964426877,125.0,1.46160316492,4.6004681731502474e-06,1.4616031649196755
36,muscular system WBbt:0005737,361.0300395256917,461.0,1.2769020567,4.157419117247323e-12,1.276902056697679
37,PLM WBbt:0005490,17.57312252964427,34.0,1.93477282951,6.267927886275922e-05,1.9347728295096716
38,P4.p WBbt:0006892,12.496442687747036,24.0,1.9205465587,0.000703787468700911,1.9205465587044532
39,epithelial cell WBbt:0003672,201.11462450592884,269.0,1.33754569396,2.9096128148610537e-08,1.3375456939585708
40,anterior gonad arm WBbt:0005374,39.246640316205536,59.0,1.50331339255,0.0007054215147917495,1.5033133925514128
41,ventral ganglion (ant) WBbt:0005266,20.306719367588933,31.0,1.52658829025,0.008057733244204935,1.5265882902522578
42,anterior ganglion WBbt:0005375,51.74308300395257,76.0,1.46879535559,0.00028892172747098794,1.4687953555878084
43,smooth muscle WBbt:0005781,82.39841897233202,109.0,1.32284091563,0.0010550523355923826,1.3228409156321352
44,anterior ganglion (post) WBbt:0005371,41.980237154150196,58.0,1.38160248564,0.005808352744385092,1.3816024856416533
45,syncytium precursor WBbt:0008073,18.939920948616603,31.0,1.63675445553,0.0028187917986655614,1.6367544555281939
46,P11 WBbt:0004410,11.32490118577075,25.0,2.20752478012,4.52159546226508e-05,2.2075247801200617
47,excretory secretory system WBbt:0006850,95.28537549407115,116.0,1.21739563284,0.011985904186860548,1.2173956328399813
48,vulval precursor cell WBbt:0007809,21.28300395256917,38.0,1.78546224418,0.0001770486573905566,1.7854622441778405
49,egg-laying apparatus WBbt:0008587,274.1407114624506,349.0,1.27306884898,2.9096128148610537e-08,1.2730688489797801
50,mechanosensory neuron WBbt:0008431,66.77786561264821,112.0,1.67720245283,8.602380145335801e-09,1.6772024528257217
51,dorsal nerve cord WBbt:0006750,51.157312252964424,99.0,1.93520721946,1.0042294052551483e-11,1.9352072194579226
52,hyp7 syncytium WBbt:0005734,28.70276679841897,40.0,1.3935938748,0.01493302202131662,1.3935938747968823
53,head WBbt:0005739,508.2537549407115,576.0,1.13329216833,4.312834637438911e-06,1.1332921683327086
54,syncytium WBbt:0008074,88.64664031620553,126.0,1.42137366459,1.745964016963003e-05,1.4213736645918422
55,P6.p WBbt:0006894,14.058498023715414,27.0,1.9205465587,0.00034186967292021886,1.9205465587044537
56,pharyngeal muscle cell WBbt:0005451,74.39288537549406,104.0,1.39798314684,0.00018480085749776091,1.397983146843487
57,vulC WBbt:0006765,12.301185770750987,22.0,1.78844547266,0.0029810169515964292,1.788445472655999
58,alimentary system WBbt:0005748,614.0830039525691,677.0,1.10245682692,8.900624850572654e-06,1.1024568269150312
59,tail WBbt:0005741,326.86007905138337,421.0,1.28801290516,2.0160114851738486e-11,1.2880129051606133
60,Eprp WBbt:0006507,9.762845849802371,19.0,1.94615384615,0.0017123414587471505,1.9461538461538463
61,reproductive system WBbt:0005747,420.3881422924901,477.0,1.13466568633,9.440233141323042e-05,1.1346656863316604
62,vulA WBbt:0006762,10.739130434782608,17.0,1.58299595142,0.02339979429401338,1.5829959514170042
63,posterior gonad arm WBbt:0005466,39.637154150197624,58.0,1.46327356854,0.0015192279718354985,1.4632735685367266
64,vulval muscle WBbt:0005821,127.50276679841897,170.0,1.33330440012,2.6361802209190993e-05,1.3333044001215195
65,retrovesicular ganglion neuron WBbt:0005403,19.135177865612647,29.0,1.51553333884,0.010852743177548661,1.5155333388416097
66,P5.p WBbt:0006893,13.863241106719368,27.0,1.94759651024,0.00027344699863849806,1.947596510235502
67,post-embryonic cell WBbt:0007030,40.80869565217391,58.0,1.42126571489,0.003070652113917271,1.4212657148945238
68,ventral nerve cord WBbt:0005829,89.03715415019762,155.0,1.7408462959,4.357884663686019e-13,1.7408462959016977
69,intestinal cell WBbt:0005792,25.96916996047431,38.0,1.46327356854,0.008069931127244386,1.4632735685367262
70,coelomic system WBbt:0005749,34.755731225296444,46.0,1.3235227221,0.02339979429401338,1.3235227221034436
71,posterior lateral ganglion WBbt:0005465,33.19367588932806,62.0,1.86782567278,4.735510593191326e-07,1.8678256727792333
72,digestive tract WBbt:0005743,599.8292490118578,666.0,1.11031597925,4.261369242520714e-06,1.110315979251012
73,pharynx WBbt:0003681,355.9533596837944,456.0,1.28106671168,4.157419117247323e-12,1.2810667116755983
74,gonad WBbt:0005175,217.71146245059288,264.0,1.21261415007,0.00016848953182840073,1.212614150069897
75,PVD WBbt:0006831,13.277470355731225,38.0,2.86199095023,7.548018228141982e-11,2.8619909502262444
76,PVQ WBbt:0006976,9.762845849802371,17.0,1.74129554656,0.009433628272744757,1.7412955465587046
77,CAN WBbt:0006827,14.44901185770751,28.0,1.93784877995,0.00023951725515483434,1.937848779954043
78,vulD WBbt:0006766,13.863241106719368,21.0,1.51479728574,0.02339979429401338,1.5147972857387237
79,GABAergic neuron WBbt:0005190,30.850592885375494,56.0,1.81520012299,4.312834637438911e-06,1.8152001229949264
80,VA neuron WBbt:0005339,10.153359683794466,17.0,1.67432264092,0.013879508731026922,1.6743226409218313
81,seam cell WBbt:0005753,102.900395256917,146.0,1.41884780555,4.312834637438911e-06,1.418847805545099
82,PVM WBbt:0004086,11.520158102766798,24.0,2.08330474165,0.0001770486573905566,2.083304741645509
83,uterine toroidal epithelial cell WBbt:0006784,9.762845849802371,16.0,1.63886639676,0.01984903706123907,1.6388663967611337
84,uterine epithelial cell WBbt:0008435,21.673517786561266,33.0,1.52259546996,0.006954144782828383,1.5225954699638908
85,body wall musculature WBbt:0005813,242.70434782608694,297.0,1.22371108165,2.4011911131856765e-05,1.223711081652395
86,marginal cell WBbt:0003673,13.277470355731225,20.0,1.50631102643,0.02661306739091401,1.5063110264348656
87,pharyngeal motor neuron WBbt:0003677,12.88695652173913,21.0,1.62955465587,0.010852743177548661,1.6295546558704455
88,hyp7 precursor cell WBbt:0008069,10.153359683794466,25.0,2.46223917783,4.6004681731502474e-06,2.4622391778262225
89,spermatheca WBbt:0005319,104.65770750988142,131.0,1.25169949846,0.003070652113917271,1.2516994984591214
90,P8.p WBbt:0006896,12.691699604743084,24.0,1.89099968857,0.0008473920292298161,1.8909996885705387
91,P7.p WBbt:0006895,14.058498023715414,27.0,1.9205465587,0.00034186967292021886,1.9205465587044537
92,lateral nerve cord WBbt:0006769,16.206324110671936,34.0,2.09794644164,9.501078043132345e-06,2.0979464416369935
93,sex organ WBbt:0008422,138.4371541501976,179.0,1.29300548757,9.440233141323042e-05,1.2930054875715926
94,ventral cord neuron WBbt:0005300,126.52648221343874,202.0,1.5965037237,4.557348772866653e-13,1.5965037236967061
95,AIY WBbt:0005413,15.034782608695652,26.0,1.72932330827,0.002450388477399235,1.7293233082706767
96,AVM WBbt:0003832,14.058498023715414,29.0,2.06280926676,5.5594556283176414e-05,2.0628092667566356
