WBID,length
WBGene00000239,1636
WBGene00000239,1663
WBGene00000240,1563
WBGene00000240,1411
WBGene00000241,1912
WBGene00000242,2263
WBGene00000244,1710
WBGene00000245,1052
WBGene00000246,2040
WBGene00000247,1334
WBGene00000247,555
WBGene00000248,1403
WBGene00000249,568
WBGene00000249,954
WBGene00000250,1057
WBGene00000251,2979
WBGene00000252,970
WBGene00000253,4660
WBGene00000254,2328
WBGene00000254,2327
WBGene00000254,2376
WBGene00000254,2375
WBGene00000254,3563
WBGene00000254,3562
WBGene00000254,3207
WBGene00000254,3206
WBGene00000254,2548
WBGene00000254,2547
WBGene00000254,2738
WBGene00000254,2737
WBGene00000255,609
WBGene00000256,994
WBGene00000257,2999
WBGene00000257,3003
WBGene00000257,3028
WBGene00000259,3688
WBGene00000259,1955
WBGene00000259,1803
WBGene00000259,1884
WBGene00000262,836
WBGene00000263,427
WBGene00000263,487
WBGene00000264,1972
WBGene00000264,487
WBGene00000265,2191
WBGene00000265,2189
WBGene00000265,2210
WBGene00000266,1331
WBGene00000266,1469
WBGene00000266,1402
WBGene00000266,1297
WBGene00000266,1469
WBGene00000266,1406
WBGene00000266,1415
WBGene00000266,1500
WBGene00000267,1052
WBGene00000267,1194
WBGene00000267,1203
WBGene00000267,1288
WBGene00000268,2033
WBGene00000268,2115
WBGene00000269,1327
WBGene00000269,838
WBGene00000270,1670
WBGene00000270,1669
WBGene00000271,2600
WBGene00000272,501
WBGene00000273,1808
WBGene00000273,1550
WBGene00000273,1735
WBGene00000273,1388
WBGene00000273,1754
WBGene00000274,5235
WBGene00000275,3064
WBGene00000276,1563
WBGene00000277,1942
WBGene00000277,2008
WBGene00000277,2083
WBGene00000277,2044
WBGene00000279,1098
WBGene00000280,1196
WBGene00000281,1081
WBGene00000282,1114
WBGene00000282,989
WBGene00000283,1119
WBGene00000284,974
WBGene00000285,756
WBGene00000285,787
WBGene00000286,759
WBGene00000287,848
WBGene00000287,671
WBGene00000288,1517
WBGene00000288,935
WBGene00000288,822
WBGene00000289,3259
WBGene00000289,3181
WBGene00000289,2783
WBGene00000292,1216
WBGene00000293,1421
WBGene00000294,3990
WBGene00000294,1710
WBGene00000294,1727
WBGene00000295,1874
WBGene00000295,1685
WBGene00000296,1672
WBGene00000296,1496
WBGene00000296,1675
WBGene00000298,915
WBGene00000301,840
WBGene00000301,829
WBGene00000301,941
WBGene00000302,1177
WBGene00000302,1081
WBGene00000302,604
WBGene00000302,967
WBGene00000366,6657
WBGene00000366,6690
WBGene00000366,6570
WBGene00000367,6129
WBGene00000367,6174
WBGene00000367,6273
WBGene00000367,6150
WBGene00000367,4257
WBGene00000368,1962
WBGene00000369,1312
WBGene00000370,1071
WBGene00000371,558
WBGene00000371,644
WBGene00000371,717
WBGene00000372,1620
WBGene00000373,1590
WBGene00000375,1691
WBGene00000375,1769
WBGene00000376,1855
WBGene00000376,3032
WBGene00000376,2270
WBGene00000376,2347
WBGene00000376,2034
WBGene00000376,2405
WBGene00000377,1869
WBGene00000378,1926
WBGene00000379,1853
WBGene00000379,1854
WBGene00000380,1928
WBGene00000380,1829
WBGene00000380,1564
WBGene00000380,1465
WBGene00000380,1544
WBGene00000380,1476
WBGene00000380,1464
WBGene00000381,1910
WBGene00000381,1906
WBGene00000381,1900
WBGene00000381,1896
WBGene00000382,1755
WBGene00000383,2541
WBGene00000383,3257
WBGene00000383,3324
WBGene00000383,2520
WBGene00000383,2586
WBGene00000383,2583
WBGene00000386,2262
WBGene00000386,2291
WBGene00000387,2029
WBGene00000388,1072
WBGene00000389,837
WBGene00000390,1032
WBGene00000391,900
WBGene00000392,635
WBGene00000393,2021
WBGene00000393,2136
WBGene00000395,10154
WBGene00000396,13301
WBGene00000396,6145
WBGene00000397,4647
WBGene00000397,4215
WBGene00000397,4332
WBGene00000397,3900
WBGene00000399,4364
WBGene00000401,2006
WBGene00000402,5385
WBGene00000403,3443
WBGene00000403,1036
WBGene00000403,932
WBGene00000405,1185
WBGene00000405,1225
WBGene00000406,1225
WBGene00000406,1417
WBGene00000407,1108
WBGene00000408,1260
WBGene00000408,1260
WBGene00000409,1969
WBGene00000410,1356
WBGene00000410,1602
WBGene00000411,1593
WBGene00000412,896
WBGene00000413,2567
WBGene00000414,1232
WBGene00000415,3729
WBGene00000415,3495
WBGene00000415,3389
WBGene00000415,972
WBGene00000416,1096
WBGene00000416,653
WBGene00000416,374
WBGene00000417,2467
WBGene00000417,864
WBGene00000418,1873
WBGene00000418,1939
WBGene00000419,5683
WBGene00000420,2063
WBGene00000421,5542
WBGene00000421,5548
WBGene00000421,5587
WBGene00000421,5749
WBGene00000422,1572
WBGene00000423,1292
WBGene00000424,747
WBGene00000424,1585
WBGene00000425,4355
WBGene00000426,2289
WBGene00000426,2803
WBGene00000427,412
WBGene00000428,576
WBGene00000429,823
WBGene00000430,552
WBGene00000431,1601
WBGene00000432,255
WBGene00000433,964
WBGene00000434,448
WBGene00000435,1095
WBGene00000436,545
WBGene00000437,1088
WBGene00000438,1056
WBGene00000439,568
WBGene00000439,625
WBGene00000440,717
WBGene00000441,2523
WBGene00000441,2043
WBGene00000441,1308
WBGene00000442,526
WBGene00000442,693
WBGene00000443,1282
WBGene00000444,2744
WBGene00000445,1468
WBGene00000445,868
WBGene00000445,1072
WBGene00000446,1042
WBGene00000447,900
WBGene00000448,2231
WBGene00000449,1015
WBGene00000449,513
WBGene00000450,711
WBGene00000451,1025
WBGene00000452,1098
WBGene00000453,1865
WBGene00000454,820
WBGene00000455,1093
WBGene00000457,836
WBGene00000458,1297
WBGene00000458,1135
WBGene00000458,1111
WBGene00000459,2709
WBGene00000459,2736
WBGene00000460,1560
WBGene00000461,1071
WBGene00000462,1317
WBGene00000463,1030
WBGene00000464,4176
WBGene00000464,2071
WBGene00000464,2077
WBGene00000465,1893
WBGene00000465,617
WBGene00000466,2156
WBGene00000466,1814
WBGene00000467,2092
WBGene00000467,2141
WBGene00000467,929
WBGene00000468,837
WBGene00000469,996
WBGene00000472,1280
WBGene00000473,1010
WBGene00000474,1004
WBGene00000474,1026
WBGene00000475,1183
WBGene00000475,1207
WBGene00000476,1404
WBGene00000477,3858
WBGene00000478,2078
WBGene00000478,1655
WBGene00000479,2205
WBGene00000480,2299
WBGene00000480,2476
WBGene00000481,2217
WBGene00000482,5570
WBGene00000483,645
WBGene00000483,822
WBGene00000484,2355
WBGene00000484,2427
WBGene00000485,12564
WBGene00000487,1887
WBGene00000488,1886
WBGene00000490,4314
WBGene00000491,3939
WBGene00000491,2163
WBGene00000491,1896
WBGene00000491,1890
WBGene00000492,1332
WBGene00000492,1102
WBGene00000493,2913
WBGene00000496,4339
WBGene00000496,4159
WBGene00000497,5282
WBGene00000498,1789
WBGene00000498,1690
WBGene00000498,1789
WBGene00000498,1646
WBGene00000499,1678
WBGene00000500,1133
WBGene00000500,1157
WBGene00000501,1968
WBGene00000502,1198
WBGene00000503,2046
WBGene00000506,1083
WBGene00000507,2083
WBGene00000507,1336
WBGene00000507,1276
WBGene00000507,1380
WBGene00000508,2165
WBGene00000508,1632
WBGene00000509,1706
WBGene00000509,1628
WBGene00000509,1637
WBGene00000510,1661
WBGene00000510,1405
WBGene00000511,1259
WBGene00000512,1315
WBGene00000513,1107
WBGene00000514,1335
WBGene00000515,1266
WBGene00000515,1396
WBGene00000516,807
WBGene00000517,1431
WBGene00000517,1343
WBGene00000517,1299
WBGene00000517,1063
WBGene00000517,975
WBGene00000518,1778
WBGene00000518,1915
WBGene00000519,2103
WBGene00000520,2305
WBGene00000520,2311
WBGene00000521,1959
WBGene00000521,2306
WBGene00000522,625
WBGene00000522,813
WBGene00000523,958
WBGene00000524,806
WBGene00000524,861
WBGene00000525,585
WBGene00000526,1139
WBGene00000527,3716
WBGene00000527,2636
WBGene00000527,2252
WBGene00000527,3827
WBGene00000528,3073
WBGene00000528,3061
WBGene00000529,3005
WBGene00000529,2990
WBGene00000529,2901
WBGene00000530,3520
WBGene00000530,2490
WBGene00000531,3153
WBGene00000531,3299
WBGene00000532,2934
WBGene00000533,2660
WBGene00000534,606
WBGene00000534,369
WBGene00000535,528
WBGene00000536,744
WBGene00000537,2808
WBGene00000539,1386
WBGene00000539,1239
WBGene00000540,1392
WBGene00000541,1376
WBGene00000541,1463
WBGene00000542,2743
WBGene00000542,2614
WBGene00000542,2523
WBGene00000542,342
WBGene00000542,2585
WBGene00000543,2580
WBGene00000544,2375
WBGene00000545,2312
WBGene00000545,2282
WBGene00000546,2058
WBGene00000547,2524
WBGene00000547,2558
WBGene00000547,1036
WBGene00000548,4650
WBGene00000548,4755
WBGene00000548,2829
WBGene00000548,4755
WBGene00000549,3280
WBGene00000549,3302
WBGene00000549,3311
WBGene00000550,4387
WBGene00000551,1763
WBGene00000552,1358
WBGene00000553,1477
WBGene00000554,979
WBGene00000554,686
WBGene00000555,269
WBGene00000556,358
WBGene00000557,418
WBGene00000558,408
WBGene00000559,207
WBGene00000560,459
WBGene00000561,785
WBGene00000562,2324
WBGene00000562,2574
WBGene00000562,2201
WBGene00000563,1959
WBGene00000564,3047
WBGene00000565,2713
WBGene00000565,2461
WBGene00000566,3906
WBGene00000566,3233
WBGene00000566,3149
WBGene00000566,788
WBGene00000567,2122
WBGene00000567,1579
WBGene00000583,1482
WBGene00000584,1191
WBGene00000584,783
WBGene00000585,2202
WBGene00000591,3015
WBGene00000592,2068
WBGene00000593,950
WBGene00000594,951
WBGene00000596,1021
WBGene00000597,921
WBGene00000598,1020
WBGene00000599,963
WBGene00000601,1082
WBGene00000601,1058
WBGene00000602,951
WBGene00000603,1073
WBGene00000603,1016
WBGene00000606,1092
WBGene00000608,1017
WBGene00000609,1057
WBGene00000610,942
WBGene00000611,961
WBGene00000612,1239
WBGene00000613,865
WBGene00000613,847
WBGene00000613,1102
WBGene00000614,993
WBGene00000615,928
WBGene00000616,1051
WBGene00000617,1060
WBGene00000618,1373
WBGene00000620,1022
WBGene00000621,915
WBGene00000622,1085
WBGene00000622,878
WBGene00000623,1031
WBGene00000624,972
WBGene00000624,757
WBGene00000625,910
WBGene00000626,908
WBGene00000627,1323
WBGene00000628,1333
WBGene00000629,907
WBGene00000630,893
WBGene00000631,938
WBGene00000632,627
WBGene00000633,966
WBGene00000634,972
WBGene00000636,1108
WBGene00000637,967
WBGene00000638,951
WBGene00000639,1220
WBGene00000640,1113
WBGene00000641,978
WBGene00000644,1096
WBGene00000645,1185
WBGene00000646,1593
WBGene00000647,1195
WBGene00000648,598
WBGene00000648,904
WBGene00000649,978
WBGene00000650,1089
WBGene00000651,948
WBGene00000652,1710
WBGene00000653,1021
WBGene00000654,837
WBGene00000655,902
WBGene00000656,1037
WBGene00000657,1039
WBGene00000658,1041
WBGene00000659,1057
WBGene00000660,1051
WBGene00000661,972
WBGene00000661,778
WBGene00000662,1647
WBGene00000663,958
WBGene00000663,957
WBGene00000664,926
WBGene00000665,1130
WBGene00000666,977
WBGene00000667,976
WBGene00000668,997
WBGene00000669,969
WBGene00000670,1061
WBGene00000671,870
WBGene00000672,1063
WBGene00000672,1186
WBGene00000673,1117
WBGene00000674,2423
WBGene00000674,2450
WBGene00000674,2387
WBGene00000674,2351
WBGene00000674,2378
WBGene00000675,1067
WBGene00000675,1029
WBGene00000676,1383
WBGene00000677,1171
WBGene00000678,878
WBGene00000679,873
WBGene00000680,924
WBGene00000681,787
WBGene00000681,939
WBGene00000682,915
WBGene00000683,1149
WBGene00000683,1226
WBGene00000684,1020
WBGene00000685,1037
WBGene00000685,704
WBGene00000687,1076
WBGene00000687,1062
WBGene00000688,966
WBGene00000689,1292
WBGene00000690,1018
WBGene00000691,951
WBGene00000692,986
WBGene00000692,909
WBGene00000693,990
WBGene00000694,1015
WBGene00000695,1135
WBGene00000696,1006
WBGene00000697,1166
WBGene00000698,986
WBGene00000698,1144
WBGene00000699,945
WBGene00000700,885
WBGene00000701,885
WBGene00000702,1353
WBGene00000703,1128
WBGene00000703,1128
WBGene00000703,1102
WBGene00000704,960
WBGene00000705,964
WBGene00000706,896
WBGene00000707,948
WBGene00000708,2080
WBGene00000708,1792
WBGene00000710,1128
WBGene00000711,941
WBGene00000712,1014
WBGene00000713,941
WBGene00000713,700
WBGene00000714,1000
WBGene00000715,1043
WBGene00000716,1016
WBGene00000717,953
WBGene00000718,901
WBGene00000719,938
WBGene00000720,935
WBGene00000721,888
WBGene00000722,1048
WBGene00000723,978
WBGene00000724,987
WBGene00000725,924
WBGene00000726,1185
WBGene00000727,955
WBGene00000728,919
WBGene00000729,982
WBGene00000730,900
WBGene00000731,1218
WBGene00000732,1038
WBGene00000733,1070
WBGene00000733,1103
WBGene00000733,1115
WBGene00000734,932
WBGene00000735,907
WBGene00000736,2223
WBGene00000737,1268
WBGene00000738,1051
WBGene00000739,1190
WBGene00000739,1004
WBGene00000739,1032
WBGene00000740,1030
WBGene00000740,1064
WBGene00000741,1015
WBGene00000742,968
WBGene00000743,1013
WBGene00000744,924
WBGene00000745,1292
WBGene00000745,708
WBGene00000745,846
WBGene00000746,1119
WBGene00000747,1296
WBGene00000748,917
WBGene00000749,1076
WBGene00000750,1393
WBGene00000751,961
WBGene00000752,914
WBGene00000753,970
WBGene00000754,1095
WBGene00000754,942
WBGene00000755,822
WBGene00000756,1051
WBGene00000757,971
WBGene00000757,990
WBGene00000757,958
WBGene00000758,946
WBGene00000759,1142
WBGene00000760,924
WBGene00000761,1561
WBGene00000762,1220
WBGene00000762,1409
WBGene00000762,812
WBGene00000762,621
WBGene00000762,1187
WBGene00000763,949
WBGene00000763,359
WBGene00000763,480
WBGene00000764,758
WBGene00000765,976
WBGene00000766,1371
WBGene00000767,2367
WBGene00000768,1951
WBGene00000768,1750
WBGene00000768,1967
WBGene00000768,1495
WBGene00000770,2122
WBGene00000771,1832
WBGene00000772,2806
WBGene00000773,1532
WBGene00000774,1093
WBGene00000774,1107
WBGene00000775,1382
WBGene00000776,1191
WBGene00000776,1125
WBGene00000776,1187
WBGene00000777,867
WBGene00000777,938
WBGene00000778,736
WBGene00000778,1179
WBGene00000779,664
WBGene00000780,574
WBGene00000781,1117
WBGene00000782,1022
WBGene00000783,1345
WBGene00000784,1123
WBGene00000785,1163
WBGene00000786,1265
WBGene00000786,1258
WBGene00000786,1232
WBGene00000787,1014
WBGene00000788,1038
WBGene00000788,709
WBGene00000788,686
WBGene00000788,994
WBGene00000789,1563
WBGene00000792,5420
WBGene00000793,1354
WBGene00000793,1207
WBGene00000793,1197
WBGene00000793,1319
WBGene00000793,1261
WBGene00000793,809
WBGene00000793,1510
WBGene00000794,1327
WBGene00000795,974
WBGene00000796,2727
WBGene00000796,1880
WBGene00000797,1146
WBGene00000798,688
WBGene00000799,1283
WBGene00000799,1313
WBGene00000799,1239
WBGene00000799,1269
WBGene00000800,2989
WBGene00000800,2986
WBGene00000800,2694
WBGene00000800,2648
WBGene00000802,1400
WBGene00000802,1411
WBGene00000803,3276
WBGene00000804,912
WBGene00000812,2169
WBGene00000812,2602
WBGene00000812,2342
WBGene00000812,132
WBGene00000813,1892
WBGene00000814,1630
WBGene00000814,1637
WBGene00000815,1683
WBGene00000816,1670
WBGene00000817,1205
WBGene00000818,1411
WBGene00000818,1459
WBGene00000819,1611
WBGene00000819,807
WBGene00000819,450
WBGene00000820,2724
WBGene00000821,703
WBGene00000822,1452
WBGene00000829,1118
WBGene00000830,1543
WBGene00000831,1614
WBGene00000831,1637
WBGene00000832,2578
WBGene00000832,2653
WBGene00000832,2104
WBGene00000832,2620
WBGene00000832,2602
WBGene00000832,2540
WBGene00000833,1667
WBGene00000834,3957
WBGene00000834,3555
WBGene00000835,414
WBGene00000836,2678
WBGene00000837,3033
WBGene00000837,2827
WBGene00000837,2856
WBGene00000837,2745
WBGene00000838,2522
WBGene00000838,2565
WBGene00000839,2761
WBGene00000840,2590
WBGene00000841,2257
WBGene00000841,2108
WBGene00000843,911
WBGene00000843,929
WBGene00000845,1396
WBGene00000846,2247
WBGene00000846,2272
WBGene00000846,2564
WBGene00000846,2589
WBGene00000846,2176
WBGene00000846,2224
WBGene00000846,2249
WBGene00000846,2236
WBGene00000846,2261
WBGene00000851,1434
WBGene00000853,1838
WBGene00000853,1856
WBGene00000854,1655
WBGene00000854,1706
WBGene00000854,1587
WBGene00000857,1316
WBGene00000857,1012
WBGene00000858,1349
WBGene00000859,379
WBGene00000860,365
WBGene00000861,477
WBGene00000862,1356
WBGene00000863,2096
WBGene00000864,755
WBGene00000865,1483
WBGene00000865,1587
WBGene00000865,1554
WBGene00000866,1268
WBGene00000867,1333
WBGene00000867,1389
WBGene00000868,1447
WBGene00000868,1456
WBGene00000868,1453
WBGene00000869,1444
WBGene00000870,1782
WBGene00000870,2013
WBGene00000871,2114
WBGene00000871,2090
WBGene00000872,4504
WBGene00000872,4510
WBGene00000874,3809
WBGene00000874,3818
WBGene00000875,2307
WBGene00000875,2325
WBGene00000876,1625
WBGene00000876,1669
WBGene00000876,1494
WBGene00000877,685
WBGene00000878,677
WBGene00000879,641
WBGene00000880,1628
WBGene00000881,799
WBGene00000882,712
WBGene00000883,635
WBGene00000883,1044
WBGene00000884,1912
WBGene00000884,1855
WBGene00000885,1015
WBGene00000886,447
WBGene00000886,621
WBGene00000887,553
WBGene00000888,602
WBGene00000888,410
WBGene00000889,1052
WBGene00000889,1061
WBGene00000889,388
WBGene00000890,1476
WBGene00000890,1269
WBGene00000891,2248
WBGene00000891,2266
WBGene00000892,1600
WBGene00000893,1836
WBGene00000893,1866
WBGene00000894,2012
WBGene00000894,2196
WBGene00000894,2018
WBGene00000894,2202
WBGene00000894,2071
WBGene00000894,2018
WBGene00000894,2202
WBGene00000895,1377
WBGene00000895,1334
WBGene00000896,480
WBGene00000897,2500
WBGene00000897,2497
WBGene00000898,5795
WBGene00000898,3146
WBGene00000899,3096
WBGene00000899,3010
WBGene00000899,2784
WBGene00000900,2710
WBGene00000900,2435
WBGene00000900,2839
WBGene00000900,1568
WBGene00000901,2495
WBGene00000902,2935
WBGene00000903,1652
WBGene00000904,1673
WBGene00000905,1994
WBGene00000905,1888
WBGene00000906,3643
WBGene00000907,3817
WBGene00000908,3683
WBGene00000908,3479
WBGene00000908,2192
WBGene00000908,3901
WBGene00000910,1162
WBGene00000910,1245
WBGene00000911,5727
WBGene00000911,5745
WBGene00000911,5792
WBGene00000911,5736
WBGene00000911,5754
WBGene00000912,2347
WBGene00000912,2602
WBGene00000912,3043
WBGene00000912,3035
WBGene00000912,3476
WBGene00000912,1972
WBGene00000912,2160
WBGene00000912,2124
WBGene00000912,1636
WBGene00000912,2134
WBGene00000913,3353
WBGene00000914,2759
WBGene00000914,2834
WBGene00000914,2451
WBGene00000914,2402
WBGene00000914,2382
WBGene00000915,2231
WBGene00000915,2357
WBGene00000915,2506
WBGene00000915,2339
WBGene00000917,1295
WBGene00000920,366
WBGene00000928,508
WBGene00000928,605
WBGene00000929,1118
WBGene00000930,818
WBGene00000931,3189
WBGene00000931,2364
WBGene00000932,368
WBGene00000933,1242
WBGene00000934,2122
WBGene00000935,1998
WBGene00000936,1718
WBGene00000936,1638
WBGene00000937,1657
WBGene00000938,3005
WBGene00000938,3014
WBGene00000939,5927
WBGene00000940,997
WBGene00000940,299
WBGene00000941,397
